arc:arcane/vi/holding_everyone_together | Vi | the eldest child who became the family's protector | The oldest sibling, pushed into a parent's role too early, feels responsible for everyone's safety and everyone's mistakes. Angry at a world that seems rigged against her family and impatient with the adult who urges caution, she wants to fix everything herself, and has to learn what that burden costs her and the people she is shielding. | conflicts: control_vs_trust,duty_vs_desire | situations: responsibility_you_didnt_ask_for,caring_for_family,standing_up_to_authority,coming_of_age | tone: tragic
arc:mad_men/don_draper/the_man_behind_the_pitch | Don Draper | a self-made success hiding who they really are | A person rebuilt themselves from nothing and is now admired for a life that looks perfect from the outside. Keeping the old self buried takes constant effort, so they hold everyone at arm's length and fill the emptiness with work, drink and escape. The story asks whether you can ever be loved if nobody is allowed to know you. | conflicts: past_vs_future,truth_vs_protecting_others | situations: identity_and_self_acceptance,loneliness,redemption_after_mistakes,starting_over | tone: ambiguous
arc:mad_men/don_draper/drinking_through_the_emptiness | Don Draper | hitting bottom and trying to rebuild yourself | A person who always seemed in control finds that their coping habits have turned on them. Lonely and unmoored, they drink to get through the nights, lose track of whole days and start hurting the people who depend on them. The story asks whether they can face themselves honestly enough to stop, and what it costs to try. | conflicts: holding_on_vs_letting_go,control_vs_trust | situations: addiction_and_recovery,loneliness,midlife_reinvention,burnout_at_work | tone: ambiguous
arc:mad_men/don_draper/becoming_the_father_he_never_had | Don Draper | a parent breaking the cycle of their own childhood | A person who grew up unloved becomes a parent and discovers they have no model for how to do it. They provide, they show up for the photos, but real closeness and honesty feel impossible. The story asks whether you can give your children what you never got, and whether the truth hurts them more than the secrets. | conflicts: truth_vs_protecting_others,career_vs_relationships | situations: becoming_a_parent,caring_for_family,difficult_parent,redemption_after_mistakes | tone: bittersweet
arc:mad_men/peggy_olson/from_the_typing_pool_to_the_table | Peggy Olson | breaking into a field that doesn't expect you | A young person from a modest background starts at the very bottom of a workplace where people like them are expected to stay invisible. They discover real talent and hunger for more, but every step forward costs them something with family, colleagues and their own sense of who they are supposed to be. The story asks how much you have to give up to be taken seriously, and whether it is worth it. | conflicts: fitting_in_vs_standing_out,self_vs_family_expectations | situations: imposter_syndrome,new_job,mentor_and_protege,confidence_struggle | tone: hopeful
arc:mad_men/peggy_olson/stepping_out_of_the_mentors_shadow | Peggy Olson | leaving the mentor who shaped you | A person owes much of their career to one demanding mentor who saw something in them early. Years later, the gratitude has turned into frustration: they're doing the work and getting none of the credit, and staying feels like staying small. The story asks how to separate love and loyalty from the need to grow up and stand on your own. | conflicts: loyalty_vs_ambition,independence_vs_connection | situations: mentor_and_protege,career_change,standing_up_to_authority,becoming_a_manager | tone: hopeful
arc:mad_men/joan_holloway/the_plan_she_was_raised_for | Joan Holloway | living the life you were told to want | A person was raised to believe that their worth lies in being admired and choosing the right partner, and they have played that role flawlessly. When they finally commit to the person who fits the plan, the reality doesn't match the picture. The story asks what happens when the script you were given stops working, and whether you can trust yourself enough to write a new one. | conflicts: self_vs_family_expectations,duty_vs_desire | situations: family_expectations,identity_and_self_acceptance,divorce,becoming_a_parent | tone: bittersweet
arc:mad_men/joan_holloway/fighting_to_be_taken_seriously | Joan Holloway | being seen for your mind, not your image | A person who is judged mostly on appearance and competence at support work discovers they have real talent and ambition for something bigger. The people above them keep taking it for granted, handing their wins to others or offering recognition only at a humiliating price. The story asks what dignity and power are worth, and how far you will go to claim a seat you've already earned. | conflicts: power_vs_morality,belonging_vs_integrity | situations: standing_up_to_authority,career_change,starting_a_business,confidence_struggle | tone: hopeful
arc:mad_men/pete_campbell/never_enough_for_anyone | Pete Campbell | chasing recognition from people who withhold it | A person who grew up with a famous name but no warmth keeps trying to force the world to admit they matter. They scheme, whine and grab for credit, and every snub confirms their fear that they will never measure up. The story asks whether they can find self-worth that doesn't depend on a parent's or a boss's approval. | conflicts: loyalty_vs_ambition,self_vs_family_expectations | situations: difficult_parent,confidence_struggle,imposter_syndrome,new_job | tone: bittersweet
arc:mad_men/pete_campbell/the_life_he_thought_he_wanted | Pete Campbell | restless inside the life you worked for | A person finally gets the house, the family and the status they chased, and discovers it feels like a trap. They lash out, look for thrills elsewhere and blame everyone else for their unhappiness. The story asks whether starting over means running away, or whether they can learn to want what they already have. | conflicts: career_vs_relationships,duty_vs_desire | situations: midlife_reinvention,moving_somewhere_new,starting_over,divorce | tone: hopeful
arc:mad_men/roger_sterling/the_party_that_cant_last | Roger Sterling | a charming coaster confronting mortality and meaning | A person born into comfort has coasted on charm for decades, treating life as a party and responsibility as someone else's problem. A health scare and the passing years force them to wonder what they've actually built and who would miss them. The story asks whether it's too late to become someone who matters, and whether chasing youth is the answer. | conflicts: duty_vs_desire,past_vs_future | situations: midlife_reinvention,illness_or_injury,divorce,addiction_and_recovery | tone: bittersweet
arc:mad_men/roger_sterling/proving_he_still_matters | Roger Sterling | fearing you've become irrelevant at work | A person who has relied on relationships and status for years watches younger, hungrier people overtake them. When their one source of value disappears, they must decide whether to hide, sabotage others, or finally do real work. The story asks whether you can reinvent your usefulness late in the game. | conflicts: holding_on_vs_letting_go,past_vs_future | situations: burnout_at_work,midlife_reinvention,losing_a_job,confidence_struggle | tone: bittersweet
arc:mad_men/betty_draper/the_perfect_wife_with_numb_hands | Betty Draper | a picture-perfect life hiding quiet despair | A person has done everything they were raised to do: married well, made a beautiful home, raised children. Yet they feel invisible, childlike in the eyes of their partner, and their body starts expressing what they can't say. The story asks whether they can find a self beyond being admired, and what they will risk to stop pretending. | conflicts: duty_vs_desire,self_vs_family_expectations | situations: identity_and_self_acceptance,loneliness,grief_and_loss,divorce | tone: bittersweet
arc:mad_men/betty_draper/mother_who_was_never_mothered | Betty Draper | repeating a parent's harshness with your own child | A person whose own mother taught them that looks and manners were everything finds themselves passing the same pressure to their child. They swing between coldness and neediness, and the child pushes back hard. The story asks whether a parent can grow up enough to see their child as a person, and whether love can be said before it is too late. | conflicts: control_vs_trust,perfectionism_vs_good_enough | situations: difficult_parent,caring_for_family,identity_and_self_acceptance,illness_or_injury | tone: tragic
arc:mad_men/sally_draper/the_child_who_sees_everything | Sally Draper | a child absorbing the adults' unspoken troubles | A sharp, sensitive child grows up in a home where the adults say one thing and do another. With no one explaining what's happening, the child acts out, looks for comfort in unlikely places and tries to make sense of loss and change alone. The story asks how a child finds footing when the grown-ups are too lost to guide them. | conflicts: independence_vs_connection,truth_vs_protecting_others | situations: coming_of_age,difficult_parent,divorce,grief_and_loss | tone: bittersweet
arc:mad_men/sally_draper/refusing_to_become_her_parents | Sally Draper | a teenager disillusioned with their parents | A teenager has watched their parents' failings up close and decides they want to be nothing like them. They rebel, keep their distance and trust no one, until real trouble at home asks them to step up. The story asks whether you can forgive the people who raised you without excusing them, and what kind of adult you choose to be. | conflicts: independence_vs_connection,revenge_vs_forgiveness | situations: coming_of_age,difficult_parent,responsibility_you_didnt_ask_for,grief_and_loss | tone: bittersweet
arc:mad_men/megan_calvet/choosing_her_own_dream | Megan Calvet | choosing your calling over the safe path | A young person is doing well on a secure path that others would envy, yet the dream they had before keeps calling. Pursuing it means disappointing people, facing rejection and straining a relationship with an older, more established partner who liked things as they were. The story asks whether you can follow your own path and still keep the people you love. | conflicts: career_vs_relationships,safety_vs_growth | situations: career_change,taking_a_big_risk,long_distance,divorce | tone: bittersweet
arc:money_heist/the_professor/the_plan_versus_the_heart | The Professor | a meticulous planner undone by unplanned feelings | A person who has made themselves safe through total preparation and strict rules finds that the one thing they cannot plan for is caring about someone. Every rule they wrote to protect the project starts to crack, starting with their own. They have to decide whether control or honesty is what actually keeps the people they love safe. | conflicts: control_vs_trust,truth_vs_protecting_others | situations: falling_for_someone_unexpected,taking_a_big_risk,confidence_struggle | tone: hopeful
arc:money_heist/the_professor/responsible_for_everyone | The Professor | a leader carrying guilt for the people who followed him | A person who brought others into a risky venture now feels responsible for every one of them. As things get worse, they must keep making calm decisions while privately absorbing guilt for every loss. The question is whether they can keep leading, admit they are out of their depth, and accept help instead of carrying everything alone. | conflicts: control_vs_trust,duty_vs_desire | situations: responsibility_you_didnt_ask_for,becoming_a_manager,grief_and_loss,burnout_at_work | tone: bittersweet
arc:money_heist/tokyo/running_from_the_past | Tokyo | a reckless survivor learning to belong somewhere | A person who has lost everything lives at full speed, acting on impulse because stopping to feel would be unbearable. When a group offers them a place, their volatility keeps putting that belonging at risk. The question is whether they can learn to trust others and choose their battles without losing the fire that keeps them alive. | conflicts: belonging_vs_integrity,control_vs_trust | situations: starting_over,finding_your_people,grief_and_loss,standing_up_to_authority | tone: tragic
arc:money_heist/tokyo/love_versus_freedom | Tokyo | loving someone while fearing being tied down | A person who has already lost someone they loved swears never to get attached again, then falls for someone gentler and younger who wants a settled future. They love the person but chafe against the quiet life, and their need for freedom collides with the other person's need for security. The question is whether love can survive when two people want different lives. | conflicts: independence_vs_connection,holding_on_vs_letting_go | situations: falling_for_someone_unexpected,breakup,grief_and_loss | tone: tragic
arc:money_heist/berlin/nothing_left_to_lose | Berlin | living recklessly with time running out | A person who knows their time is limited decides that ordinary rules and consequences no longer apply to them. They become magnetic and dangerous, craving admiration and control, and hurt people along the way. The question is whether facing the end can make someone find meaning in giving something back instead of just taking. | conflicts: power_vs_morality,holding_on_vs_letting_go | situations: illness_or_injury,becoming_a_manager,redemption_after_mistakes | tone: tragic
arc:money_heist/berlin/believing_in_love_again | Berlin | a serial romantic afraid of real intimacy | A person who falls in love dramatically and often keeps chasing the thrill of new romance while avoiding the vulnerability of being truly known. Their deepest connection is one they are afraid to name, and the people closest to them end up hurt. The question is whether they can ever love someone without needing to be the center of the story. | conflicts: independence_vs_connection,truth_vs_protecting_others | situations: divorce,identity_and_self_acceptance,difficult_parent,unrequited_love | tone: bittersweet
arc:money_heist/nairobi/getting_her_son_back | Nairobi | a parent fighting to repair a separation from their child | A parent who lost custody of their child because of bad choices made in hard circumstances carries shame and longing every day. They throw themselves into one last chance to rebuild their life and be the parent they wanted to be. The question is how to live with the past, and whether hope for the future makes them stronger or more vulnerable. | conflicts: past_vs_future,holding_on_vs_letting_go | situations: redemption_after_mistakes,becoming_a_parent,caring_for_family,starting_over | tone: tragic
arc:money_heist/nairobi/taking_charge | Nairobi | a woman stepping up to lead where she was dismissed | A person who has always been underestimated finds herself working under a leader whose choices she can't accept. She is warm, perceptive and good at getting the best out of people. The question is whether she can claim authority without becoming what she opposed, and what it costs to keep supporting everyone else. | conflicts: belonging_vs_integrity,power_vs_morality | situations: standing_up_to_authority,leading_former_peers,finding_your_people | tone: bittersweet
arc:money_heist/denver/his_fathers_son | Denver | a son discovering the truth about his family | A young adult who idolises the parent who raised them alone learns that the family story they grew up with isn't the whole truth. They have to reconcile love for an imperfect parent with anger at being lied to. The question is whether they can forgive, and what kind of person they want to be compared with the parent they looked up to. | conflicts: revenge_vs_forgiveness,self_vs_family_expectations | situations: difficult_parent,caring_for_family,coming_of_age,grief_and_loss | tone: bittersweet
arc:money_heist/denver/unexpected_family | Denver | building a family from the most unlikely start | Two people meet in the worst possible circumstances and, against all odds, fall for each other. Building a life together means one of them stepping up for a child that isn't biologically theirs, and learning to handle jealousy, insecurity and honesty. The question is whether a love that started in chaos can grow into a stable, equal partnership. | conflicts: control_vs_trust,independence_vs_connection | situations: falling_for_someone_unexpected,becoming_a_parent,responsibility_you_didnt_ask_for | tone: hopeful
arc:money_heist/rio/all_in_on_first_love | Rio | a young person giving everything to a first love | A young adult, the youngest in a group and underestimated by everyone, pours their whole heart into a first serious relationship with someone more experienced and restless. They are desperate to be taken seriously and haunted by disappointing their family. The question is whether love and loyalty are enough when the other person needs something different. | conflicts: independence_vs_connection,self_vs_family_expectations | situations: coming_of_age,falling_for_someone_unexpected,breakup,family_expectations | tone: bittersweet
arc:money_heist/rio/after_the_trauma | Rio | rebuilding yourself after trauma | A young person who went through something terrible tries to function again among people who love them but can't fully understand. Panic, numbness and anger surface at unexpected moments, and old relationships no longer fit. The question is how to heal, who to let in, and how to become someone new without pretending nothing happened. | conflicts: holding_on_vs_letting_go,independence_vs_connection | situations: illness_or_injury,breakup,identity_and_self_acceptance,grief_and_loss | tone: bittersweet
arc:money_heist/raquel_murillo/trusting_again | Raquel Murillo | rebuilding trust after an abusive relationship | A person who survived an abusive relationship is trying to rebuild a life while family and coworkers doubt their story. When someone gentle appears, they must decide whether to let themselves hope again. The question is how to trust your own judgment after being manipulated, and how to know if new love is safe. | conflicts: control_vs_trust,truth_vs_protecting_others | situations: divorce,falling_for_someone_unexpected,caring_for_family,confidence_struggle | tone: hopeful
arc:money_heist/raquel_murillo/choosing_a_new_life | Raquel Murillo | leaving a lifelong career for a riskier life | A person who has defined themselves through a respectable, rule-bound career chooses a completely different life for love and freedom. Their old colleagues see it as betrayal, and they must prove to themselves and new companions that they belong. The question is whether starting over means losing yourself or finally becoming who you are. | conflicts: duty_vs_desire,belonging_vs_integrity | situations: career_change,starting_over,midlife_reinvention,finding_your_people | tone: hopeful
arc:money_heist/helsinki/the_gentle_giant | Helsinki | a quiet protector carrying old trauma | A person who survived violence long ago now protects the people they love with total loyalty, while rarely speaking about what they carry. When someone close to them suffers, they face an impossible choice between love and letting go. The question is how to live with a decision made out of mercy, and how to grieve without words. | conflicts: holding_on_vs_letting_go,duty_vs_desire | situations: caring_for_family,grief_and_loss,illness_or_injury | tone: bittersweet
arc:money_heist/helsinki/loving_a_guarded_heart | Helsinki | patiently loving someone closed off by old heartbreak | A quiet, warm person falls for someone who is still hurting from an old, unreturned love and keeps everyone at a distance with sarcasm. They have to decide how long to wait, how honest to be about their own feelings, and how to protect themselves. The question is whether patience and tenderness can break through, and at what cost. | conflicts: independence_vs_connection,holding_on_vs_letting_go | situations: unrequited_love,falling_for_someone_unexpected,grief_and_loss,identity_and_self_acceptance | tone: hopeful
arc:my_hero_academia/izuku_midoriya/the_kid_who_was_told_no | Izuku Midoriya (Deku) | chasing a dream everyone says you're not built for | Someone has been told since childhood that they simply lack what it takes for the one thing they want to do with their life, and even the people they admire tell them to be realistic. They make up for it with obsessive study and sheer stubbornness. When a door unexpectedly opens, they have to prove, mostly to themselves, that they belong among people who seem to have been born for it. | conflicts: fitting_in_vs_standing_out,safety_vs_growth | situations: confidence_struggle,coming_of_age,finding_your_people,mentor_and_protege | tone: hopeful
arc:my_hero_academia/izuku_midoriya/living_up_to_a_legacy | Izuku Midoriya (Deku) | inheriting a legacy you don't feel worthy of | Someone is chosen to carry on the work of a person they have idolised all their life, and is handed responsibility long before they have the skill to handle it. Trying to live up to it, they copy their predecessor and push themselves until they break. They have to learn to grow at their own pace, find their own way of doing things, and trust that being chosen was not a mistake. | conflicts: perfectionism_vs_good_enough,safety_vs_growth | situations: imposter_syndrome,mentor_and_protege,responsibility_you_didnt_ask_for,identity_and_self_acceptance | tone: hopeful
arc:my_hero_academia/izuku_midoriya/carrying_it_alone | Izuku Midoriya (Deku) | isolating yourself to protect the people you love | Someone who feels responsible for everyone becomes convinced that their problems will hurt the people around them, so they withdraw and try to carry everything alone. They stop sleeping, stop eating properly and stop letting anyone help. The people who love them have to decide whether to respect the distance or fight to be let back in. | conflicts: independence_vs_connection,control_vs_trust | situations: responsibility_you_didnt_ask_for,burnout_at_work,loneliness,finding_your_people | tone: hopeful
arc:my_hero_academia/katsuki_bakugo/the_prodigy_meets_his_equals | Katsuki Bakugo | the gifted kid whose identity rests on being the best | Someone praised for their talent from the very start built their whole sense of self on being number one, and learned to treat anyone who seemed weaker with contempt. Arriving somewhere full of equals, and watching someone they always dismissed start to catch up, cracks that identity open. They have to find out whether they can lose, rely on others and still respect themselves. | conflicts: perfectionism_vs_good_enough,independence_vs_connection | situations: identity_and_self_acceptance,coming_of_age,confidence_struggle,finding_your_people | tone: hopeful
arc:my_hero_academia/katsuki_bakugo/facing_the_person_he_hurt | Katsuki Bakugo | owning the harm you did to a childhood friend | Someone who spent years putting down a childhood friend starts to realise the cruelty came from their own insecurity and envy. Pride makes it almost impossible to say so out loud. They have to move from rivalry to respect, face what they did, and find out whether an apology can mean anything after so long. | conflicts: past_vs_future,loyalty_vs_ambition | situations: redemption_after_mistakes,identity_and_self_acceptance,friendship_ending | tone: hopeful
arc:my_hero_academia/shoto_todoroki/refusing_his_fathers_half | Shoto Todoroki | refusing to become the parent who shaped you | Someone raised by a controlling, harsh parent who treated them as a project rather than a person has built their identity around rejection, refusing any part of themselves that resembles that parent. The refusal keeps them cold, isolated and only half of what they could be. They have to work out whether what they inherited belongs to the parent or to them, and whether resentment can loosen without pretending the harm never happened. | conflicts: self_vs_family_expectations,revenge_vs_forgiveness | situations: difficult_parent,identity_and_self_acceptance,family_expectations,finding_your_people | tone: hopeful
arc:my_hero_academia/shoto_todoroki/reaching_for_family | Shoto Todoroki | not giving up on a family member who went dark | Someone who has slowly healed from a painful childhood discovers that another member of their family was damaged by the same home in a far worse way and has hurt many people. They see what they could have become. They must hold two truths at once, that the harm was real and that the person is still responsible for their choices, while deciding whether to keep reaching for them anyway. | conflicts: holding_on_vs_letting_go,revenge_vs_forgiveness | situations: grief_and_loss,caring_for_family,responsibility_you_didnt_ask_for,difficult_parent | tone: bittersweet
arc:my_hero_academia/ochaco_uraraka/working_for_her_family | Ochaco Uraraka | choosing a path to lift up your family | Someone from a family that has always struggled financially chooses an ambitious path largely to make their parents' lives easier, and feels a little ashamed that their motive isn't more noble. Surrounded by people with more natural advantages, they fight hard to hold their own and keep their own feelings on the back burner to stay focused. Along the way they discover what they value beyond paying their family back. | conflicts: duty_vs_desire,career_vs_relationships | situations: caring_for_family,confidence_struggle,coming_of_age,unrequited_love | tone: hopeful
arc:my_hero_academia/ochaco_uraraka/reaching_out_to_an_enemy | Ochaco Uraraka | offering compassion to someone everyone condemns | Someone kind but conflicted realises that a person who has hurt them was also a lonely, rejected human being, and that simply condemning such people may be part of what made them that way. Choosing to reach out rather than just fight back costs them dearly. Afterwards they hide their grief behind a smile so they won't burden anyone, until they have to let others in. | conflicts: revenge_vs_forgiveness,independence_vs_connection | situations: grief_and_loss,standing_up_to_authority,loneliness | tone: bittersweet
arc:my_hero_academia/all_might/the_pillar_running_out_of_time | All Might | a beloved pillar quietly preparing for their own decline | Someone who has been the dependable pillar everyone leans on is secretly losing their strength, and keeps smiling in public because they believe people need them to be unbreakable. While hiding what it costs, they try to prepare a successor, and discover that mentoring is very different from being the best at the job yourself, and that their habit of self-sacrifice is not something they should pass on. | conflicts: duty_vs_desire,holding_on_vs_letting_go | situations: illness_or_injury,mentor_and_protege,burnout_at_work,midlife_reinvention | tone: bittersweet
arc:my_hero_academia/all_might/finding_worth_beyond_strength | All Might | finding your worth after losing what defined you | Someone whose identity was built entirely on being the strongest and most needed person in the room loses the ability to do that work. They tell everyone they are fine, throw themselves into supporting others, and yet feel useless and like a burden whenever things go wrong. They have to learn to let others carry the load, and to believe their value was never only in what they could do. | conflicts: holding_on_vs_letting_go,control_vs_trust | situations: midlife_reinvention,losing_a_job,illness_or_injury,mentor_and_protege | tone: hopeful
arc:my_hero_academia/shota_aizawa/tough_love_teacher | Shota Aizawa | a harsh mentor whose strictness hides fear of loss | Someone responsible for young people comes across as cold, blunt and impossible to please, pushing hard and refusing to sugarcoat anything. Underneath is an old wound: they once lost someone they loved to the dangers of the path these young people are choosing. They must balance protecting their charges with letting them grow, and face the grief they buried under work. | conflicts: safety_vs_growth,control_vs_trust | situations: mentor_and_protege,grief_and_loss,responsibility_you_didnt_ask_for | tone: bittersweet
arc:my_hero_academia/shota_aizawa/unexpected_guardian | Shota Aizawa | suddenly responsible for a hurting child | A reserved, practical person who never pictured themselves as a caregiver suddenly becomes responsible for a frightened child who has been badly hurt. They have no playbook and little natural warmth to show. They must learn patience, gentleness and how to help a child feel safe enough to smile. | conflicts: safety_vs_growth,independence_vs_connection | situations: becoming_a_parent,responsibility_you_didnt_ask_for,caring_for_family | tone: hopeful
arc:my_hero_academia/tenya_iida/by_the_book_leader | Tenya Iida | a rule-follower learning leadership is more than rules | Someone from a family with high standards has always believed that doing things correctly is the same as doing the right thing. Thrust into a leadership role among peers, they enforce order loudly and often annoy everyone. Over time they have to learn when rules protect people and when caring for others means stepping outside them, and how to lead friends rather than police them. | conflicts: duty_vs_desire,control_vs_trust | situations: leading_former_peers,family_expectations,becoming_a_manager,finding_your_people | tone: hopeful
arc:my_hero_academia/tenya_iida/grief_and_revenge | Tenya Iida | grief turning a good person toward revenge | A person who has always done things by the book is blindsided when someone they idolise is badly hurt by another person's cruelty. They hide their feelings behind a polite face and quietly set out to make the one responsible pay, breaking every principle they used to live by. They must face what the anger is costing them, and whether they can honour the one they love without becoming someone that person wouldn't recognise. | conflicts: revenge_vs_forgiveness,duty_vs_desire | situations: grief_and_loss,redemption_after_mistakes,family_expectations | tone: hopeful
arc:my_hero_academia/endeavor/forever_second_best | Endeavor (Enji Todoroki) | a lifelong obsession with being the best | Someone driven since childhood to be the very best at their work keeps running into a rival they will never surpass. Instead of making peace with it, they pour the obsession into the next generation, treating their family as a means to an end. Admired in public and feared at home, they have to confront what their ambition has cost the people closest to them. | conflicts: career_vs_relationships,perfectionism_vs_good_enough | situations: family_expectations,identity_and_self_acceptance,redemption_after_mistakes | tone: bittersweet
arc:my_hero_academia/endeavor/atoning_too_late | Endeavor (Enji Todoroki) | trying to make amends to a family you hurt | Someone who spent years putting ambition first and treated their partner and children harshly finally sees the damage clearly. They try, clumsily, to make amends, knowing they may never be forgiven and that wanting forgiveness isn't the same as deserving it. When the full consequences of their past surface, they must decide whether to hide, collapse under guilt, or face it honestly and keep atoning. | conflicts: past_vs_future,truth_vs_protecting_others | situations: redemption_after_mistakes,midlife_reinvention,caring_for_family | tone: bittersweet
arc:naruto/naruto_uzumaki/earning_acknowledgement | Naruto Uzumaki | an outcast fighting to be acknowledged | Someone grows up rejected and alone, blamed for something that was never their fault, and learns to cover the hurt with noise and bravado. They set an enormous goal mainly so the people who dismissed them will have to look up to them. Slowly, through the few people who believe in them, they have to work out whether they want applause or genuine belonging, and what to do with the resentment they still carry. | conflicts: fitting_in_vs_standing_out,revenge_vs_forgiveness | situations: loneliness,finding_your_people,confidence_struggle,identity_and_self_acceptance | tone: hopeful
arc:naruto/naruto_uzumaki/never_giving_up_on_a_friend | Naruto Uzumaki | holding on to a friend who's walking away | A person's closest friend, who is also their fiercest rival, starts pulling away, consumed by old pain and a single-minded goal. Everyone else eventually says to let them go, or even to cut them off for good. The one who stays has to decide how long loyalty is worth it, what it costs them, and whether you can save someone who doesn't want to be saved. | conflicts: holding_on_vs_letting_go,duty_vs_desire | situations: friendship_ending,sibling_rivalry,finding_your_people | tone: hopeful
arc:naruto/naruto_uzumaki/grief_and_the_cycle_of_hatred | Naruto Uzumaki | grieving a mentor and refusing to become bitter | After losing the mentor who believed in them most, a young person is flooded with grief and rage toward the one responsible. They get the chance to take revenge, but the other side has its own story of suffering, which makes simple hatred harder. They have to decide whether to carry on their mentor's hopes, and whether it's possible to stop pain from being passed down. | conflicts: revenge_vs_forgiveness,past_vs_future | situations: grief_and_loss,mentor_and_protege,responsibility_you_didnt_ask_for | tone: bittersweet
arc:naruto/sasuke_uchiha/living_for_revenge | Sasuke Uchiha | letting a wound become your whole identity | After a devastating loss in childhood, someone organises their entire life around one goal: making the person who hurt them pay. They keep others at arm's length because closeness feels like weakness or a distraction. When new friendships start to matter, they have to choose between the people who care for them now and the old wound that has defined them. | conflicts: revenge_vs_forgiveness,independence_vs_connection | situations: grief_and_loss,loneliness,friendship_ending,sibling_rivalry | tone: tragic
arc:naruto/sasuke_uchiha/coming_back_from_darkness | Sasuke Uchiha | coming back after you've hurt everyone | Someone who has already walked away from everyone discovers that the story they built their life on was false, and turns their rage on a bigger target. They hurt the people who still love them and lash out at anyone who tries to help. Eventually they have to face what they've done, decide whether they deserve a way back, and learn that atonement is a long road rather than a single apology. | conflicts: revenge_vs_forgiveness,independence_vs_connection | situations: redemption_after_mistakes,identity_and_self_acceptance,grief_and_loss,standing_up_to_authority | tone: hopeful
arc:naruto/sakura_haruno/tired_of_being_saved | Sakura Haruno | going from feeling useless to indispensable | A person who excelled at the kind of success measured in tests finds themselves the least capable member of a high-pressure team. Watching others take all the risks while they stand on the sidelines eats at them. They have to decide whether to keep comparing themselves to more naturally gifted peers, or to find a mentor, work relentlessly, and build a strength that is genuinely their own. | conflicts: safety_vs_growth | situations: confidence_struggle,imposter_syndrome,mentor_and_protege,coming_of_age | tone: hopeful
arc:naruto/sakura_haruno/loving_someone_who_pushes_you_away | Sakura Haruno | loving someone who won't let you in | Someone falls hard for a person who is distant, guarded and focused on their own pain. As that person drifts further into self-destruction, the one who loves them has to decide whether to wait, chase or let go, and whether their love is helping anyone. They also have to untangle real love from loyalty, guilt and the fear of losing the life they imagined. | conflicts: holding_on_vs_letting_go,truth_vs_protecting_others | situations: unrequited_love,friendship_ending,coming_of_age | tone: bittersweet
arc:naruto/kakashi_hatake/teaching_the_lesson_that_cost_everything | Kakashi Hatake | turning old guilt into care for others | A seasoned professional quietly carries guilt over friends they lost years ago because of their own rigid choices. They hide it behind a relaxed, detached manner and pour what they learned into the next generation. When a student starts down the same lonely path they once walked, and ghosts from the past resurface, they have to face whether they can ever forgive themselves. | conflicts: past_vs_future,holding_on_vs_letting_go | situations: mentor_and_protege,grief_and_loss,redemption_after_mistakes,responsibility_you_didnt_ask_for | tone: bittersweet
arc:naruto/kakashi_hatake/making_peace_with_a_disgraced_father | Kakashi Hatake | rejecting a parent's choices, then understanding them | A gifted child watches a beloved parent get publicly shamed for choosing people over duty, and the fallout devastates their family. Determined never to share that fate, they become rigidly rule-bound and cold. Years of loss slowly teach them that the parent may have been right, and they have to decide whether they can make peace with the parent they spent a lifetime defining themselves against. | conflicts: self_vs_family_expectations,duty_vs_desire | situations: difficult_parent,grief_and_loss,family_expectations,identity_and_self_acceptance | tone: bittersweet
arc:naruto/hinata_hyuga/courage_when_family_gave_up | Hinata Hyūga | finding courage when your family's written you off | A gentle, anxious person grows up in a family that prizes strength and has quietly decided they don't measure up, and years of disappointment have worn their confidence down to almost nothing. Inspired by someone who refuses to quit despite everyone doubting them, they start trying to change little by little. They have to learn to stand up for themselves without becoming someone they're not. | conflicts: self_vs_family_expectations,safety_vs_growth | situations: family_expectations,confidence_struggle,difficult_parent,coming_of_age | tone: hopeful
arc:naruto/hinata_hyuga/loving_from_afar | Hinata Hyūga | finding the courage to say how you feel | Someone has quietly loved a person for years, drawing strength from watching them persist through hardship, yet can barely speak to them. The other person is oblivious and chasing someone else. They must decide whether to keep their feelings hidden where they're safe or risk saying them out loud, and what it means when the moment finally comes. | conflicts: safety_vs_growth,duty_vs_desire | situations: unrequited_love,confidence_struggle,family_expectations | tone: hopeful
arc:naruto/rock_lee/hard_work_vs_talent | Rock Lee | outworking people who were born gifted | Someone lacks the natural ability their field seems to demand and is mocked for even trying. With a mentor who believes in them, they commit to outworking everyone and measure themselves against the gifted peers who look down on them. They have to discover how far effort can really take them, and what happens when they push themselves past their limits to prove a point. | conflicts: safety_vs_growth | situations: mentor_and_protege,confidence_struggle,taking_a_big_risk,imposter_syndrome | tone: bittersweet
arc:naruto/rock_lee/when_your_body_fails_you | Rock Lee | facing a career-ending injury | A person whose whole identity rests on physical effort is told an injury may end the only path they have ever wanted. Stubbornly training anyway only makes things worse. They have to decide how to live with the uncertainty, whether to take a risky chance at recovery, and who they are if it doesn't work. | conflicts: safety_vs_growth,holding_on_vs_letting_go | situations: illness_or_injury,taking_a_big_risk,mentor_and_protege,losing_a_job | tone: hopeful
